Origin,Dest,CRSDepTime,CRSArrTime,DepDelay,FlightDate,Distance,LateAircraftDelay,WeatherDelay,day,month,hour,OriginCity,temperature_c,precip_mm,cloud_pct,wind_speed_mps
EWR,DEN,1216,1437,17.0,2025-01-25,1605.0,17.0,0.0,25,1,12,New York,-4.5,0.0,34.0,6.2
DEN,BOI,1935,2143,14.0,2025-01-25,649.0,0.0,0.0,25,1,19,Denver,-6.1,0.1,100.0,9.0
EWR,BZN,730,1025,-3.0,2025-01-25,1882.0,0.0,0.0,25,1,7,New York,-12.9,0.0,0.0,2.8
DEN,SLC,1725,1901,14.0,2025-01-25,391.0,14.0,0.0,25,1,17,Denver,-5.8,0.1,100.0,9.8
DEN,EUG,1115,1306,48.0,2025-01-25,996.0,33.0,0.0,25,1,11,Denver,-6.8,0.4,100.0,6.7
BOS,LAX,830,1205,51.0,2025-01-25,2611.0,34.0,0.0,25,1,8,Boston,-13.4,0.0,1.0,5.4
ORD,DEN,1439,1630,20.0,2025-01-25,888.0,20.0,0.0,25,1,14,Chicago,0.0,0.0,85.0,14.9
DEN,SFO,1334,1525,5.0,2025-01-25,967.0,0.0,0.0,25,1,13,Denver,-6.7,0.1,100.0,9.9
DEN,GEG,1115,1248,137.0,2025-01-25,836.0,125.0,0.0,25,1,11,Denver,-6.8,0.4,100.0,6.7
IAH,DEN,820,1006,79.0,2025-01-25,862.0,66.0,0.0,25,1,8,Houston,5.9,0.0,0.0,7.8
DEN,GJT,1125,1233,26.0,2025-01-25,212.0,23.0,0.0,25,1,11,Denver,-6.8,0.4,100.0,6.7
DEN,FLL,1355,1951,57.0,2025-01-25,1703.0,57.0,0.0,25,1,13,Denver,-6.7,0.1,100.0,9.9
DEN,LAX,1326,1503,3.0,2025-01-25,862.0,0.0,0.0,25,1,13,Denver,-6.7,0.1,100.0,9.9
IAH,EGE,1015,1224,9.0,2025-01-25,934.0,0.0,0.0,25,1,10,Houston,7.5,0.0,2.0,10.8
EWR,ORD,1445,1626,21.0,2025-01-25,719.0,0.0,0.0,25,1,14,New York,-2.9,0.0,48.0,11.4
DEN,IAH,1345,1716,66.0,2025-01-25,862.0,57.0,0.0,25,1,13,Denver,-6.7,0.1,100.0,9.9
DEN,ELP,2057,2251,14.0,2025-01-25,563.0,0.0,0.0,25,1,20,Denver,-6.7,0.1,100.0,8.0
DEN,ATL,1024,1524,18.0,2025-01-25,1199.0,1.0,0.0,25,1,10,Denver,-6.6,0.3,100.0,7.8
DEN,BOS,1355,1948,77.0,2025-01-25,1754.0,60.0,0.0,25,1,13,Denver,-6.7,0.1,100.0,9.9
DEN,MCO,1800,2338,22.0,2025-01-25,1546.0,0.0,0.0,25,1,18,Denver,-5.9,0.1,100.0,9.0
DEN,BOI,1115,1323,142.0,2025-01-25,649.0,138.0,0.0,25,1,11,Denver,-6.8,0.4,100.0,6.7
BOS,IAH,705,1045,27.0,2025-01-25,1597.0,0.0,0.0,25,1,7,Boston,-13.3,0.0,56.0,5.4
ORD,BZN,915,1149,37.0,2025-01-25,1185.0,0.0,0.0,25,1,9,Chicago,-6.2,0.0,42.0,12.9
DEN,ELP,1130,1326,24.0,2025-01-25,563.0,0.0,0.0,25,1,11,Denver,-6.8,0.4,100.0,6.7
DEN,JAC,800,944,-2.0,2025-01-25,406.0,0.0,0.0,25,1,8,Denver,-4.8,0.2,100.0,8.6
DEN,BZN,1924,2116,4.0,2025-01-25,524.0,0.0,0.0,25,1,19,Denver,-6.1,0.1,100.0,9.0
DEN,SEA,750,959,8.0,2025-01-25,1024.0,0.0,8.0,25,1,7,Denver,-4.6,0.2,100.0,5.0
EWR,MSY,730,1002,-1.0,2025-01-24,1167.0,0.0,0.0,24,1,7,New York,-10.4,0.0,0.0,6.9
ORD,MIA,710,1131,-7.0,2025-01-24,1197.0,0.0,0.0,24,1,7,Chicago,-16.6,0.0,0.0,6.9
ORD,PDX,910,1153,26.0,2025-01-24,1739.0,0.0,0.0,24,1,9,Chicago,-16.9,0.0,0.0,7.6
DEN,PSP,1945,2109,53.0,2025-01-24,776.0,0.0,0.0,24,1,19,Denver,1.1,0.0,60.0,8.3
EWR,ATL,900,1140,77.0,2025-01-24,746.0,66.0,0.0,24,1,9,New York,-8.7,0.0,0.0,7.9
ORD,MCO,1040,1430,11.0,2025-01-24,1005.0,0.0,0.0,24,1,10,Chicago,-16.9,0.0,0.0,7.6
ATL,IAD,1936,2124,101.0,2025-01-24,534.0,0.0,0.0,24,1,19,Atlanta,2.3,0.0,0.0,7.7
EWR,SRQ,749,1100,-7.0,2025-01-24,1034.0,0.0,0.0,24,1,7,New York,-10.4,0.0,0.0,6.9
EWR,MIA,822,1142,-5.0,2025-01-24,1085.0,0.0,0.0,24,1,8,New York,-10.8,0.0,0.0,6.7
ORD,ATL,1833,2143,47.0,2025-01-24,606.0,0.0,0.0,24,1,18,Chicago,-8.9,0.0,100.0,11.1
EWR,LAS,850,1129,1.0,2025-01-24,2227.0,0.0,0.0,24,1,8,New York,-10.8,0.0,0.0,6.7
DEN,LGA,952,1535,31.0,2025-01-24,1620.0,0.0,0.0,24,1,9,Denver,-10.1,0.0,88.0,5.4
EWR,LAX,830,1132,248.0,2025-01-24,2454.0,0.0,0.0,24,1,8,New York,-10.8,0.0,0.0,6.7
EWR,IAH,702,1015,-3.0,2025-01-24,1400.0,0.0,0.0,24,1,7,New York,-10.4,0.0,0.0,6.9
ORD,EGE,914,1123,35.0,2025-01-24,1007.0,0.0,0.0,24,1,9,Chicago,-16.9,0.0,0.0,7.6
ORD,BNA,1049,1234,45.0,2025-01-24,409.0,0.0,0.0,24,1,10,Chicago,-16.9,0.0,0.0,7.6
LAX,SEA,1100,1400,56.0,2025-01-24,954.0,43.0,0.0,24,1,11,Los Angeles,5.7,0.0,0.0,3.8
DEN,SYR,1744,2302,-5.0,2025-01-24,1492.0,0.0,0.0,24,1,17,Denver,3.0,0.0,50.0,6.8
ORD,ATL,1440,1748,190.0,2025-01-24,606.0,169.0,0.0,24,1,14,Chicago,-10.9,0.0,100.0,10.7
IAH,SFO,2045,2310,75.0,2025-01-24,1635.0,52.0,0.0,24,1,20,Houston,8.9,0.0,0.0,5.9
LAX,IAD,2320,708,24.0,2025-01-24,2288.0,0.0,0.0,24,1,23,Los Angeles,14.8,0.0,98.0,1.1
EWR,PBI,1330,1641,-5.0,2025-01-24,1023.0,0.0,0.0,24,1,13,New York,-2.0,0.0,0.0,10.7
IAH,MCO,720,1045,43.0,2025-01-24,854.0,16.0,0.0,24,1,7,Houston,1.4,0.0,0.0,8.2
ORD,MSP,1820,1957,50.0,2025-01-24,334.0,46.0,0.0,24,1,18,Chicago,-8.9,0.0,100.0,11.1
LAX,BOS,2255,726,70.0,2025-01-24,2611.0,0.0,0.0,24,1,22,Los Angeles,16.1,0.0,99.0,4.1
EWR,LAX,1445,1758,57.0,2025-01-24,2454.0,0.0,0.0,24,1,14,New York,-1.5,0.0,0.0,10.5
MIA,IAH,1649,1854,6.0,2025-01-24,964.0,0.0,0.0,24,1,16,Miami,14.4,0.4,100.0,15.7
DEN,HDN,1916,2018,1.0,2025-01-24,141.0,0.0,0.0,24,1,19,Denver,1.1,0.0,60.0,8.3
IAH,LGA,1625,2056,72.0,2025-01-24,1416.0,20.0,0.0,24,1,16,Houston,11.9,0.0,0.0,2.7
IAH,FLL,730,1102,25.0,2025-01-24,966.0,0.0,0.0,24,1,7,Houston,1.4,0.0,0.0,8.2
IAH,CMH,1835,2215,88.0,2025-01-24,986.0,53.0,0.0,24,1,18,Houston,11.9,0.0,0.0,4.3
ORD,TPA,1803,2155,88.0,2025-01-24,1012.0,62.0,0.0,24,1,18,Chicago,-8.9,0.0,100.0,11.1
EWR,TPA,1045,1351,-3.0,2025-01-24,997.0,0.0,0.0,24,1,10,New York,-7.2,0.0,0.0,6.7
ORD,SFO,2025,2313,34.0,2025-01-24,1846.0,21.0,0.0,24,1,20,Chicago,-9.3,0.0,100.0,14.4
MIA,DEN,935,1213,46.0,2025-01-24,1709.0,0.0,0.0,24,1,9,Miami,9.8,0.0,100.0,14.3
EWR,RSW,1115,1428,38.0,2025-01-24,1068.0,38.0,0.0,24,1,11,New York,-4.5,0.0,0.0,6.1
EWR,SEA,1840,2200,72.0,2025-01-24,2402.0,33.0,0.0,24,1,18,New York,-4.9,0.0,0.0,5.9
MIA,IAH,1250,1455,3.0,2025-01-24,964.0,0.0,0.0,24,1,12,Miami,12.4,0.0,100.0,15.2
EWR,PBI,1625,1936,-5.0,2025-01-24,1023.0,0.0,0.0,24,1,16,New York,-1.2,0.0,0.0,8.5
DEN,ORD,1755,2125,77.0,2025-01-24,888.0,65.0,0.0,24,1,17,Denver,3.0,0.0,50.0,6.8
LAX,EWR,1310,2120,62.0,2025-01-24,2454.0,28.0,0.0,24,1,13,Los Angeles,12.7,0.0,0.0,6.2
ORD,SAT,915,1229,-3.0,2025-01-24,1041.0,0.0,0.0,24,1,9,Chicago,-16.9,0.0,0.0,7.6
MIA,ORD,900,1134,53.0,2025-01-24,1197.0,0.0,0.0,24,1,9,Miami,9.8,0.0,100.0,14.3
IAH,DSM,2007,2230,35.0,2025-01-24,802.0,17.0,0.0,24,1,20,Houston,8.9,0.0,0.0,5.9
EWR,EYW,915,1247,-7.0,2025-01-24,1196.0,0.0,0.0,24,1,9,New York,-8.7,0.0,0.0,7.9
ORD,DEN,1035,1228,128.0,2025-01-24,888.0,16.0,0.0,24,1,10,Chicago,-16.9,0.0,0.0,7.6
IAH,LAS,940,1113,83.0,2025-01-24,1222.0,0.0,0.0,24,1,9,Houston,-0.4,0.0,0.0,4.8
DEN,OMA,2104,2338,39.0,2025-01-24,472.0,20.0,0.0,24,1,21,Denver,-1.5,0.0,93.0,3.0
EWR,LAX,1835,2155,-5.0,2025-01-24,2454.0,0.0,0.0,24,1,18,New York,-4.9,0.0,0.0,5.9
DEN,DCA,940,1459,195.0,2025-01-24,1476.0,187.0,0.0,24,1,9,Denver,-10.1,0.0,88.0,5.4
ORD,SFO,1822,2121,3.0,2025-01-24,1846.0,0.0,0.0,24,1,18,Chicago,-8.9,0.0,100.0,11.1
DEN,KOA,1230,1701,344.0,2025-01-24,3329.0,341.0,0.0,24,1,12,Denver,-7.0,0.0,89.0,9.2
ORD,RSW,715,1121,-9.0,2025-01-24,1120.0,0.0,0.0,24,1,7,Chicago,-16.6,0.0,0.0,6.9
DEN,EWR,1545,2129,53.0,2025-01-24,1605.0,0.0,0.0,24,1,15,Denver,1.5,0.0,39.0,5.2
IAH,STL,2012,2220,106.0,2025-01-24,667.0,85.0,0.0,24,1,20,Houston,8.9,0.0,0.0,5.9
EWR,MIA,1300,1619,14.0,2025-01-24,1085.0,0.0,0.0,24,1,13,New York,-2.0,0.0,0.0,10.7
IAH,DCA,1805,2159,59.0,2025-01-24,1208.0,4.0,0.0,24,1,18,Houston,11.9,0.0,0.0,4.3
IAH,SFO,940,1205,106.0,2025-01-24,1635.0,0.0,0.0,24,1,9,Houston,-0.4,0.0,0.0,4.8
DEN,RDM,1917,2101,69.0,2025-01-24,898.0,44.0,0.0,24,1,19,Denver,1.1,0.0,60.0,8.3
ORD,SFO,1435,1730,16.0,2025-01-24,1846.0,15.0,0.0,24,1,14,Chicago,-10.9,0.0,100.0,10.7
DEN,SBP,1916,2059,-3.0,2025-01-24,931.0,0.0,0.0,24,1,19,Denver,1.1,0.0,60.0,8.3
EWR,SJU,1941,36,21.0,2025-01-24,1608.0,0.0,0.0,24,1,19,New York,-5.6,0.0,4.0,6.4
ORD,LAX,1811,2048,7.0,2025-01-24,1744.0,0.0,0.0,24,1,18,Chicago,-8.9,0.0,100.0,11.1
IAH,ORF,1848,2245,39.0,2025-01-24,1201.0,19.0,0.0,24,1,18,Houston,11.9,0.0,0.0,4.3
DEN,MSN,1815,2127,34.0,2025-01-24,826.0,23.0,0.0,24,1,18,Denver,2.0,0.0,92.0,6.7
DEN,LAS,1358,1504,-2.0,2025-01-24,628.0,0.0,0.0,24,1,13,Denver,-4.1,0.0,76.0,6.6
IAH,MSY,1820,1938,44.0,2025-01-24,305.0,25.0,0.0,24,1,18,Houston,11.9,0.0,0.0,4.3
ORD,ROC,1815,2104,-4.0,2025-01-24,528.0,0.0,0.0,24,1,18,Chicago,-8.9,0.0,100.0,11.1
IAH,MAF,2010,2152,-3.0,2025-01-24,429.0,0.0,0.0,24,1,20,Houston,8.9,0.0,0.0,5.9
DEN,LAX,1945,2121,57.0,2025-01-24,862.0,45.0,0.0,24,1,19,Denver,1.1,0.0,60.0,8.3
EWR,PHX,1923,2256,106.0,2025-01-24,2133.0,99.0,0.0,24,1,19,New York,-5.6,0.0,4.0,6.4
EWR,ATL,1200,1434,16.0,2025-01-24,746.0,0.0,0.0,24,1,12,New York,-2.8,0.0,0.0,8.8
EWR,MIA,1559,1918,-8.0,2025-01-24,1085.0,0.0,0.0,24,1,15,New York,-1.2,0.0,0.0,10.1
EWR,SLC,1940,2252,33.0,2025-01-24,1969.0,0.0,0.0,24,1,19,New York,-5.6,0.0,4.0,6.4
SEA,EWR,708,1517,327.0,2025-01-24,2402.0,309.0,0.0,24,1,7,Seattle,3.5,0.0,100.0,7.3
ORD,RNO,1615,1828,23.0,2025-01-24,1671.0,12.0,0.0,24,1,16,Chicago,-9.2,0.0,100.0,12.5
IAH,ORD,1420,1710,170.0,2025-01-24,925.0,0.0,0.0,24,1,14,Houston,10.4,0.0,0.0,1.1
DEN,MCO,2359,536,26.0,2025-01-24,1546.0,0.0,0.0,24,1,23,Denver,-2.4,0.0,97.0,3.1
LAX,LAS,1625,1742,-4.0,2025-01-24,236.0,0.0,0.0,24,1,16,Los Angeles,21.8,0.0,63.0,5.4
MIA,EWR,2020,2330,40.0,2025-01-24,1085.0,9.0,0.0,24,1,20,Miami,12.9,0.0,100.0,18.5
DEN,SMF,1600,1742,0.0,2025-01-24,909.0,0.0,0.0,24,1,16,Denver,3.2,0.0,35.0,1.5
ORD,ORF,1820,2130,40.0,2025-01-24,717.0,0.0,0.0,24,1,18,Chicago,-8.9,0.0,100.0,11.1
ATL,ORD,1910,2024,142.0,2025-01-24,606.0,142.0,0.0,24,1,19,Atlanta,2.3,0.0,0.0,7.7
IAH,FLL,1215,1549,40.0,2025-01-24,966.0,0.0,0.0,24,1,12,Houston,5.6,0.0,0.0,0.0
DEN,TUS,1120,1333,154.0,2025-01-24,639.0,145.0,0.0,24,1,11,Denver,-8.7,0.0,92.0,6.5
ORD,SLC,1953,2232,17.0,2025-01-24,1250.0,8.0,0.0,24,1,19,Chicago,-9.2,0.0,100.0,13.1
IAH,CLE,725,1111,50.0,2025-01-24,1091.0,0.0,0.0,24,1,7,Houston,1.4,0.0,0.0,8.2
ORD,SJU,1420,2055,54.0,2025-01-24,2072.0,0.0,0.0,24,1,14,Chicago,-10.9,0.0,100.0,10.7
MIA,IAH,845,1050,12.0,2025-01-24,964.0,0.0,0.0,24,1,8,Miami,10.6,0.0,100.0,12.3
EWR,ORD,1708,1854,-8.0,2025-01-24,719.0,0.0,0.0,24,1,17,New York,-2.1,0.0,0.0,5.2
ORD,DSM,2020,2152,145.0,2025-01-24,299.0,40.0,0.0,24,1,20,Chicago,-9.3,0.0,100.0,14.4
DEN,CLE,1015,1512,1.0,2025-01-24,1201.0,0.0,0.0,24,1,10,Denver,-10.1,0.0,89.0,4.0
DEN,ORD,1330,1705,46.0,2025-01-24,888.0,21.0,0.0,24,1,13,Denver,-4.1,0.0,76.0,6.6
DEN,PHX,1925,2128,-1.0,2025-01-24,602.0,0.0,0.0,24,1,19,Denver,1.1,0.0,60.0,8.3
EWR,SAT,745,1116,-1.0,2025-01-24,1569.0,0.0,0.0,24,1,7,New York,-10.4,0.0,0.0,6.9
EWR,BQN,1905,2357,9.0,2025-01-24,1585.0,0.0,0.0,24,1,19,New York,-5.6,0.0,4.0,6.4
DEN,LAX,1610,1746,72.0,2025-01-24,862.0,72.0,0.0,24,1,16,Denver,3.2,0.0,35.0,1.5
ORD,EWR,1820,2141,-2.0,2025-01-24,719.0,0.0,0.0,24,1,18,Chicago,-8.9,0.0,100.0,11.1
EWR,MIA,600,912,-2.0,2025-01-24,1085.0,0.0,0.0,24,1,6,New York,-10.4,0.0,0.0,6.7
DEN,MCO,1403,1940,86.0,2025-01-24,1546.0,60.0,0.0,24,1,14,Denver,-1.4,0.0,68.0,7.4
DEN,ABQ,2020,2143,-5.0,2025-01-24,349.0,0.0,0.0,24,1,20,Denver,-0.7,0.0,98.0,5.2
DEN,SNA,1925,2056,20.0,2025-01-24,846.0,14.0,0.0,24,1,19,Denver,1.1,0.0,60.0,8.3
DEN,PHL,1750,2324,48.0,2025-01-24,1558.0,0.0,0.0,24,1,17,Denver,3.0,0.0,50.0,6.8
EWR,LAS,1729,2015,-9.0,2025-01-24,2227.0,0.0,0.0,24,1,17,New York,-2.1,0.0,0.0,5.2
DEN,CHS,956,1515,27.0,2025-01-24,1449.0,0.0,0.0,24,1,9,Denver,-10.1,0.0,88.0,5.4
ORD,EGE,1605,1810,179.0,2025-01-24,1007.0,0.0,0.0,24,1,16,Chicago,-9.2,0.0,100.0,12.5
EWR,MIA,1040,1400,32.0,2025-01-24,1085.0,27.0,0.0,24,1,10,New York,-7.2,0.0,0.0,6.7
EWR,MCO,1729,2031,21.0,2025-01-24,937.0,0.0,0.0,24,1,17,New York,-2.1,0.0,0.0,5.2
ORD,HDN,930,1138,191.0,2025-01-24,1009.0,0.0,0.0,24,1,9,Chicago,-16.9,0.0,0.0,7.6
ORD,SFO,1050,1348,48.0,2025-01-24,1846.0,0.0,0.0,24,1,10,Chicago,-16.9,0.0,0.0,7.6
MIA,EWR,800,1109,59.0,2025-01-24,1085.0,0.0,0.0,24,1,8,Miami,10.6,0.0,100.0,12.3
ORD,SNA,1940,2215,0.0,2025-01-24,1726.0,0.0,0.0,24,1,19,Chicago,-9.2,0.0,100.0,13.1
DEN,SFO,1334,1525,35.0,2025-01-24,967.0,0.0,0.0,24,1,13,Denver,-4.1,0.0,76.0,6.6
DEN,EWR,1150,1733,75.0,2025-01-24,1605.0,0.0,0.0,24,1,11,Denver,-8.7,0.0,92.0,6.5
DEN,FLL,1355,1951,113.0,2025-01-24,1703.0,96.0,0.0,24,1,13,Denver,-4.1,0.0,76.0,6.6
DEN,SFO,1920,2109,78.0,2025-01-24,967.0,68.0,0.0,24,1,19,Denver,1.1,0.0,60.0,8.3
DEN,ANC,1900,2257,-2.0,2025-01-24,2405.0,0.0,0.0,24,1,19,Denver,1.1,0.0,60.0,8.3
IAH,EGE,1015,1224,33.0,2025-01-24,934.0,16.0,0.0,24,1,10,Houston,0.3,0.0,0.0,5.2
ATL,EWR,1240,1455,62.0,2025-01-24,746.0,44.0,0.0,24,1,12,Atlanta,4.1,0.0,0.0,5.1
DEN,LAS,1744,1850,5.0,2025-01-24,628.0,0.0,0.0,24,1,17,Denver,3.0,0.0,50.0,6.8
ORD,HNL,930,1454,23.0,2025-01-24,4243.0,0.0,0.0,24,1,9,Chicago,-16.9,0.0,0.0,7.6
ORD,OGG,930,1446,61.0,2025-01-24,4184.0,0.0,0.0,24,1,9,Chicago,-16.9,0.0,0.0,7.6
EWR,JAX,1923,2200,10.0,2025-01-23,820.0,0.0,0.0,23,1,19,New York,-8.1,0.0,0.0,6.4
ORD,MIA,710,1131,-5.0,2025-01-23,1197.0,0.0,0.0,23,1,7,Chicago,-5.6,0.1,100.0,12.7
ORD,PDX,910,1153,48.0,2025-01-23,1739.0,0.0,0.0,23,1,9,Chicago,-4.6,0.1,100.0,15.5
IAH,TPA,1450,1805,100.0,2025-01-23,787.0,84.0,0.0,23,1,14,Houston,9.4,0.0,27.0,9.2
DEN,MIA,1746,2344,43.0,2025-01-23,1709.0,0.0,0.0,23,1,17,Denver,-2.3,0.0,0.0,4.2
IAH,FLL,1826,2200,97.0,2025-01-23,966.0,86.0,0.0,23,1,18,Houston,11.7,0.0,0.0,8.4
LGA,ORD,1315,1454,528.0,2025-01-23,733.0,0.0,0.0,23,1,13,New York,-5.1,0.0,95.0,5.6
ORD,IAH,1540,1843,14.0,2025-01-23,925.0,0.0,0.0,23,1,15,Chicago,-9.9,0.0,0.0,15.2
ORD,BUF,1830,2110,22.0,2025-01-23,474.0,22.0,0.0,23,1,18,Chicago,-10.9,0.0,3.0,13.5
IAH,MCO,1220,1545,69.0,2025-01-23,854.0,47.0,0.0,23,1,12,Houston,4.6,0.0,97.0,7.5
ORD,CLE,1818,2040,25.0,2025-01-23,316.0,0.0,0.0,23,1,18,Chicago,-10.9,0.0,3.0,13.5
IAH,SFO,1835,2105,80.0,2025-01-23,1635.0,0.0,0.0,23,1,18,Houston,11.7,0.0,0.0,8.4
ORD,BTV,1830,2144,69.0,2025-01-23,763.0,21.0,0.0,23,1,18,Chicago,-10.9,0.0,3.0,13.5
IAH,PHX,740,946,-7.0,2025-01-23,1009.0,0.0,0.0,23,1,7,Houston,-0.7,0.0,9.0,6.3
ORD,ATL,1833,2143,16.0,2025-01-23,606.0,0.0,0.0,23,1,18,Chicago,-10.9,0.0,3.0,13.5
ORD,DEN,1608,1759,117.0,2025-01-23,888.0,0.0,0.0,23,1,16,Chicago,-10.0,0.0,0.0,15.8
ORD,AUS,853,1158,5.0,2025-01-23,977.0,0.0,0.0,23,1,8,Chicago,-5.4,0.1,100.0,16.2
IAH,BNA,735,936,0.0,2025-01-23,657.0,0.0,0.0,23,1,7,Houston,-0.7,0.0,9.0,6.3
IAH,LAS,1630,1803,74.0,2025-01-23,1222.0,0.0,0.0,23,1,16,Houston,11.8,0.0,50.0,10.9
IAH,SAT,1430,1542,1.0,2025-01-23,191.0,0.0,0.0,23,1,14,Houston,9.4,0.0,27.0,9.2
IAH,MIA,1645,2022,142.0,2025-01-23,964.0,0.0,0.0,23,1,16,Houston,11.8,0.0,50.0,10.9
EWR,LAS,615,902,74.0,2025-01-23,2227.0,27.0,0.0,23,1,6,New York,-10.8,0.0,100.0,3.1
IAH,LAX,720,916,2.0,2025-01-23,1379.0,0.0,0.0,23,1,7,Houston,-0.7,0.0,9.0,6.3
ORD,ATL,1430,1738,57.0,2025-01-23,606.0,0.0,0.0,23,1,14,Chicago,-9.8,0.0,0.0,14.7
EWR,TPA,1508,1813,16.0,2025-01-23,997.0,0.0,0.0,23,1,15,New York,-3.7,0.0,1.0,7.3
EWR,MIA,1125,1441,-2.0,2025-01-23,1085.0,0.0,0.0,23,1,11,New York,-7.7,0.0,82.0,1.7
EWR,TPA,1705,2015,143.0,2025-01-23,997.0,0.0,0.0,23,1,17,New York,-4.4,0.0,0.0,4.8
EWR,PBI,1330,1641,3.0,2025-01-23,1023.0,0.0,0.0,23,1,13,New York,-5.1,0.0,95.0,5.6
PHX,IAD,930,1545,37.0,2025-01-23,1956.0,0.0,0.0,23,1,9,Phoenix,4.1,0.0,0.0,5.9
DEN,PHX,1605,1808,202.0,2025-01-23,602.0,0.0,0.0,23,1,16,Denver,-3.4,0.0,0.0,8.1
ORD,EWR,1251,1607,37.0,2025-01-23,719.0,0.0,0.0,23,1,12,Chicago,-9.4,0.0,11.0,16.7
ORD,SEA,2004,2253,-6.0,2025-01-23,1721.0,0.0,0.0,23,1,20,Chicago,-12.1,0.0,0.0,11.0
DEN,FLL,954,1551,-3.0,2025-01-23,1703.0,0.0,0.0,23,1,9,Denver,-16.1,0.0,18.0,2.8
MIA,IAH,1649,1854,387.0,2025-01-23,964.0,376.0,0.0,23,1,16,Miami,19.0,0.0,100.0,15.5
ORD,LGA,1400,1712,165.0,2025-01-23,733.0,0.0,0.0,23,1,14,Chicago,-9.8,0.0,0.0,14.7
IAH,EWR,740,1210,-4.0,2025-01-23,1400.0,0.0,0.0,23,1,7,Houston,-0.7,0.0,9.0,6.3
DEN,RNO,1115,1243,4.0,2025-01-23,804.0,0.0,0.0,23,1,11,Denver,-15.5,0.0,26.0,2.7
ORD,ALB,1815,2119,64.0,2025-01-23,723.0,41.0,0.0,23,1,18,Chicago,-10.9,0.0,3.0,13.5
MIA,DEN,1547,1820,11.0,2025-01-23,1709.0,11.0,0.0,23,1,15,Miami,20.1,0.0,50.0,12.7
DEN,SMF,1939,2120,16.0,2025-01-23,909.0,0.0,0.0,23,1,19,Denver,-3.5,0.0,0.0,2.6
MIA,EWR,1727,2041,38.0,2025-01-23,1085.0,0.0,0.0,23,1,17,Miami,18.0,0.0,100.0,15.9
MIA,EWR,1018,1324,0.0,2025-01-23,1085.0,0.0,0.0,23,1,10,Miami,15.6,0.0,100.0,10.0
IAH,MIA,1210,1547,396.0,2025-01-23,964.0,0.0,0.0,23,1,12,Houston,4.6,0.0,97.0,7.5
ORD,SRQ,720,1119,29.0,2025-01-23,1050.0,0.0,0.0,23,1,7,Chicago,-5.6,0.1,100.0,12.7
IAH,LAX,1950,2147,2.0,2025-01-23,1379.0,0.0,0.0,23,1,19,Houston,10.7,0.0,0.0,6.1
IAH,FLL,730,1102,-3.0,2025-01-23,966.0,0.0,0.0,23,1,7,Houston,-0.7,0.0,9.0,6.3
IAH,PHX,1950,2156,76.0,2025-01-23,1009.0,69.0,0.0,23,1,19,Houston,10.7,0.0,0.0,6.1
ORD,SFO,2025,2313,5.0,2025-01-23,1846.0,0.0,0.0,23,1,20,Chicago,-12.1,0.0,0.0,11.0
DEN,EWR,1000,1544,79.0,2025-01-23,1605.0,58.0,0.0,23,1,10,Denver,-16.0,0.0,13.0,2.7
IAH,TUS,2020,2215,40.0,2025-01-23,936.0,0.0,0.0,23,1,20,Houston,8.3,0.0,0.0,9.0
ORD,SJU,900,1538,-3.0,2025-01-23,2072.0,0.0,0.0,23,1,9,Chicago,-4.6,0.1,100.0,15.5
LAX,IAH,1120,1641,129.0,2025-01-23,1379.0,0.0,0.0,23,1,11,Los Angeles,7.8,0.0,0.0,1.5
MIA,ORD,1210,1444,-11.0,2025-01-23,1197.0,0.0,0.0,23,1,12,Miami,18.2,0.0,63.0,9.5
BOS,IAH,1330,1710,34.0,2025-01-23,1597.0,29.0,0.0,23,1,13,Boston,-4.2,0.0,0.0,10.9
MIA,IAH,1250,1455,44.0,2025-01-23,964.0,15.0,0.0,23,1,12,Miami,18.2,0.0,63.0,9.5
LAX,LAS,1900,2017,9.0,2025-01-23,236.0,0.0,0.0,23,1,19,Los Angeles,24.5,0.0,0.0,8.6
SEA,SFO,920,1139,468.0,2025-01-23,679.0,0.0,0.0,23,1,9,Seattle,-0.4,0.0,26.0,4.6
IAH,DFW,2010,2137,43.0,2025-01-23,224.0,20.0,0.0,23,1,20,Houston,8.3,0.0,0.0,9.0
EWR,PBI,1625,1936,61.0,2025-01-23,1023.0,0.0,0.0,23,1,16,New York,-3.6,0.0,0.0,7.7
IAH,MCI,2024,2230,12.0,2025-01-23,643.0,0.0,0.0,23,1,20,Houston,8.3,0.0,0.0,9.0
EWR,MIA,2044,2359,65.0,2025-01-23,1085.0,0.0,0.0,23,1,20,New York,-8.7,0.0,0.0,6.3
IAH,LAS,1230,1403,-5.0,2025-01-23,1222.0,0.0,0.0,23,1,12,Houston,4.6,0.0,97.0,7.5
EWR,RDU,730,913,89.0,2025-01-23,416.0,0.0,0.0,23,1,7,New York,-10.6,0.0,100.0,0.5
EWR,FLL,1615,1924,-2.0,2025-01-23,1065.0,0.0,0.0,23,1,16,New York,-3.6,0.0,0.0,7.7
PHX,DEN,810,1004,349.0,2025-01-23,602.0,0.0,0.0,23,1,8,Phoenix,6.1,0.0,0.0,4.7
ORD,SAT,915,1229,25.0,2025-01-23,1041.0,0.0,0.0,23,1,9,Chicago,-4.6,0.1,100.0,15.5
BOS,EWR,600,729,-4.0,2025-01-23,200.0,0.0,0.0,23,1,6,Boston,-14.9,0.0,99.0,5.6
