Origin,Dest,CRSDepTime,CRSArrTime,DepDelay,FlightDate,Distance,LateAircraftDelay,WeatherDelay,day,month,hour,OriginCity,temperature_c,precip_mm,cloud_pct,wind_speed_mps
DEN,SAN,2050,2220,37.0,2025-01-04,853.0,0.0,0.0,4,1,20,Denver,-2.3,0.0,100.0,9.7
EWR,TPA,1545,1849,120.0,2025-01-04,997.0,23.0,0.0,4,1,15,New York,-0.2,0.0,74.0,23.1
MIA,EWR,1850,2159,176.0,2025-01-04,1085.0,155.0,0.0,4,1,18,Miami,20.5,0.0,25.0,17.3
ATL,IAH,700,826,40.0,2025-01-04,689.0,0.0,0.0,4,1,7,Atlanta,-1.5,0.0,0.0,10.8
SEA,DEN,1522,1904,53.0,2025-01-04,1024.0,53.0,0.0,4,1,15,Seattle,6.7,0.0,100.0,8.9
ORD,LGA,1800,2111,30.0,2025-01-04,733.0,18.0,0.0,4,1,18,Chicago,-5.9,0.0,100.0,10.3
EWR,RSW,1333,1648,92.0,2025-01-04,1068.0,75.0,0.0,4,1,13,New York,-0.5,0.0,91.0,22.6
DEN,IAH,1720,2050,27.0,2025-01-04,862.0,22.0,0.0,4,1,17,Denver,-0.8,0.0,81.0,9.0
DEN,RNO,1945,2113,52.0,2025-01-04,804.0,0.0,0.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
ORD,BOS,1825,2154,76.0,2025-01-04,867.0,19.0,0.0,4,1,18,Chicago,-5.9,0.0,100.0,10.3
DEN,PHX,950,1156,20.0,2025-01-04,602.0,13.0,7.0,4,1,9,Denver,-5.7,0.0,100.0,4.6
DEN,BWI,1804,2328,12.0,2025-01-04,1491.0,0.0,0.0,4,1,18,Denver,-0.4,0.0,100.0,7.2
DEN,ABQ,1115,1238,10.0,2025-01-04,349.0,0.0,10.0,4,1,11,Denver,-6.2,0.0,100.0,2.9
DEN,FCA,1945,2208,115.0,2025-01-04,752.0,19.0,96.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
ORD,IAH,857,1155,26.0,2025-01-04,925.0,0.0,0.0,4,1,8,Chicago,-11.0,0.0,0.0,13.8
IAH,LAS,1447,1617,37.0,2025-01-04,1222.0,24.0,0.0,4,1,14,Houston,19.7,0.0,100.0,17.4
EWR,MCO,1529,1830,166.0,2025-01-04,937.0,151.0,0.0,4,1,15,New York,-0.2,0.0,74.0,23.1
EWR,ORD,1713,1855,88.0,2025-01-04,719.0,83.0,0.0,4,1,17,New York,-1.2,0.0,72.0,18.3
EWR,LAS,1620,1901,4.0,2025-01-04,2227.0,0.0,0.0,4,1,16,New York,-0.6,0.0,100.0,23.1
ORD,SJC,2000,2249,10.0,2025-01-04,1829.0,0.0,0.0,4,1,20,Chicago,-6.9,0.0,47.0,9.5
DEN,LAS,1936,2042,88.0,2025-01-04,628.0,14.0,74.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
BOS,DEN,715,1010,15.0,2025-01-04,1754.0,0.0,0.0,4,1,7,Boston,-3.9,0.0,72.0,13.1
DEN,FSD,1750,2028,56.0,2025-01-04,483.0,24.0,0.0,4,1,17,Denver,-0.8,0.0,81.0,9.0
DEN,PDX,1145,1340,58.0,2025-01-04,991.0,56.0,0.0,4,1,11,Denver,-6.2,0.0,100.0,2.9
DEN,PHX,1637,1840,65.0,2025-01-04,602.0,0.0,0.0,4,1,16,Denver,-1.5,0.0,56.0,6.7
DEN,MSO,1115,1332,50.0,2025-01-04,679.0,0.0,0.0,4,1,11,Denver,-6.2,0.0,100.0,2.9
DEN,JAC,1534,1709,29.0,2025-01-04,406.0,28.0,1.0,4,1,15,Denver,-2.6,0.0,98.0,5.9
ATL,IAD,1009,1155,17.0,2025-01-04,534.0,0.0,0.0,4,1,10,Atlanta,-0.7,0.0,0.0,11.1
EWR,LAS,1200,1440,14.0,2025-01-04,2227.0,0.0,0.0,4,1,12,New York,-0.3,0.0,100.0,20.9
EWR,JAC,829,1129,31.0,2025-01-04,1874.0,0.0,0.0,4,1,8,New York,-2.6,0.0,23.0,16.9
ORD,TVC,2025,2240,49.0,2025-01-04,224.0,35.0,0.0,4,1,20,Chicago,-6.9,0.0,47.0,9.5
DEN,RNO,2105,2233,31.0,2025-01-04,804.0,31.0,0.0,4,1,21,Denver,-3.5,0.4,100.0,3.3
ORD,DEN,1830,2023,0.0,2025-01-04,888.0,0.0,0.0,4,1,18,Chicago,-5.9,0.0,100.0,10.3
ORD,PHX,1950,2250,32.0,2025-01-04,1440.0,13.0,0.0,4,1,19,Chicago,-6.5,0.0,53.0,9.9
EWR,MSN,2151,2325,66.0,2025-01-04,799.0,0.0,0.0,4,1,21,New York,-2.3,0.0,6.0,13.6
EWR,DEN,753,1026,-2.0,2025-01-04,1605.0,0.0,0.0,4,1,7,New York,-2.3,0.0,24.0,16.7
DEN,TPA,740,1310,32.0,2025-01-04,1506.0,0.0,0.0,4,1,7,Denver,-4.9,0.0,100.0,3.9
EWR,DEN,1230,1455,33.0,2025-01-04,1605.0,22.0,0.0,4,1,12,New York,-0.3,0.0,100.0,20.9
EWR,ORD,2010,2152,59.0,2025-01-04,719.0,0.0,0.0,4,1,20,New York,-2.3,0.0,35.0,14.7
ORD,IAD,850,1147,12.0,2025-01-04,588.0,0.0,0.0,4,1,8,Chicago,-11.0,0.0,0.0,13.8
IAH,CLE,1820,2205,57.0,2025-01-04,1091.0,10.0,0.0,4,1,18,Houston,20.8,0.4,45.0,9.1
DEN,SAN,1920,2050,97.0,2025-01-04,853.0,74.0,0.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
ORD,OMA,2018,2159,59.0,2025-01-04,416.0,0.0,0.0,4,1,20,Chicago,-6.9,0.0,47.0,9.5
DEN,ORD,600,938,0.0,2025-01-04,888.0,0.0,0.0,4,1,6,Denver,-4.2,0.0,100.0,3.6
DEN,LAX,2123,2300,17.0,2025-01-04,862.0,0.0,0.0,4,1,21,Denver,-3.5,0.4,100.0,3.3
DEN,DRO,1939,2054,10.0,2025-01-04,251.0,0.0,0.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
DEN,ORD,1800,2132,92.0,2025-01-04,888.0,0.0,92.0,4,1,18,Denver,-0.4,0.0,100.0,7.2
ORD,MIA,1835,2259,26.0,2025-01-04,1197.0,22.0,0.0,4,1,18,Chicago,-5.9,0.0,100.0,10.3
ORD,DFW,2000,2244,16.0,2025-01-04,802.0,0.0,0.0,4,1,20,Chicago,-6.9,0.0,47.0,9.5
ORD,PHX,1617,1918,30.0,2025-01-04,1440.0,23.0,0.0,4,1,16,Chicago,-5.5,0.0,36.0,11.2
DEN,MSN,1805,2117,3.0,2025-01-04,826.0,0.0,0.0,4,1,18,Denver,-0.4,0.0,100.0,7.2
ORD,CMH,1457,1723,38.0,2025-01-04,296.0,0.0,0.0,4,1,14,Chicago,-7.0,0.0,39.0,11.2
PHX,DEN,1439,1634,38.0,2025-01-04,602.0,5.0,0.0,4,1,14,Phoenix,14.8,0.0,24.0,0.8
DEN,PDX,1920,2114,8.0,2025-01-04,991.0,0.0,0.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
EWR,SNA,1313,1628,31.0,2025-01-04,2434.0,26.0,0.0,4,1,13,New York,-0.5,0.0,91.0,22.6
EWR,IAH,530,843,384.0,2025-01-04,1400.0,0.0,0.0,4,1,5,New York,-1.5,0.0,52.0,14.5
DEN,IAH,1540,1910,21.0,2025-01-04,862.0,0.0,0.0,4,1,15,Denver,-2.6,0.0,98.0,5.9
DEN,ABQ,2037,2200,-3.0,2025-01-04,349.0,0.0,0.0,4,1,20,Denver,-2.3,0.0,100.0,9.7
ORD,RNO,2015,2229,54.0,2025-01-04,1671.0,0.0,0.0,4,1,20,Chicago,-6.9,0.0,47.0,9.5
EWR,FLL,1130,1441,48.0,2025-01-04,1065.0,7.0,0.0,4,1,11,New York,-0.2,0.0,98.0,21.7
DEN,IAH,1923,2249,66.0,2025-01-04,862.0,0.0,66.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
DEN,SNA,1937,2108,57.0,2025-01-04,846.0,23.0,0.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
DEN,MSP,940,1243,35.0,2025-01-04,680.0,0.0,0.0,4,1,9,Denver,-5.7,0.0,100.0,4.6
SAN,SFO,1913,2058,28.0,2025-01-04,447.0,17.0,0.0,4,1,19,San Diego,15.8,0.0,45.0,10.7
ORD,FCA,845,1150,69.0,2025-01-04,1352.0,33.0,0.0,4,1,8,Chicago,-11.0,0.0,0.0,13.8
DEN,FLL,1804,2359,-2.0,2025-01-04,1703.0,0.0,0.0,4,1,18,Denver,-0.4,0.0,100.0,7.2
ORD,IAD,1808,2100,20.0,2025-01-04,588.0,0.0,0.0,4,1,18,Chicago,-5.9,0.0,100.0,10.3
DEN,TPA,2354,525,9.0,2025-01-04,1506.0,0.0,0.0,4,1,23,Denver,-3.9,0.1,100.0,2.9
IAH,ORD,800,1046,193.0,2025-01-04,925.0,0.0,0.0,4,1,8,Houston,14.4,0.0,53.0,12.2
DEN,ONT,1115,1240,46.0,2025-01-04,819.0,0.0,0.0,4,1,11,Denver,-6.2,0.0,100.0,2.9
DEN,FAR,1805,2104,9.0,2025-01-04,627.0,0.0,0.0,4,1,18,Denver,-0.4,0.0,100.0,7.2
DEN,MCO,2359,536,9.0,2025-01-04,1546.0,0.0,9.0,4,1,23,Denver,-3.9,0.1,100.0,2.9
DEN,LAX,940,1120,27.0,2025-01-04,862.0,0.0,0.0,4,1,9,Denver,-5.7,0.0,100.0,4.6
DEN,ORD,2028,2359,26.0,2025-01-04,888.0,26.0,0.0,4,1,20,Denver,-2.3,0.0,100.0,9.7
DEN,MIA,2359,557,46.0,2025-01-04,1709.0,0.0,0.0,4,1,23,Denver,-3.9,0.1,100.0,2.9
DEN,LAS,1124,1229,20.0,2025-01-04,628.0,13.0,0.0,4,1,11,Denver,-6.2,0.0,100.0,2.9
ORD,BWI,1035,1336,37.0,2025-01-04,622.0,0.0,0.0,4,1,10,Chicago,-11.3,0.0,0.0,13.8
DEN,MCO,1615,2152,173.0,2025-01-04,1546.0,160.0,0.0,4,1,16,Denver,-1.5,0.0,56.0,6.7
DEN,IAD,2350,511,30.0,2025-01-04,1452.0,10.0,0.0,4,1,23,Denver,-3.9,0.1,100.0,2.9
DEN,MEM,1755,2115,32.0,2025-01-04,872.0,16.0,16.0,4,1,17,Denver,-0.8,0.0,81.0,9.0
DEN,TPA,1340,1911,21.0,2025-01-04,1506.0,1.0,19.0,4,1,13,Denver,-5.9,0.0,100.0,2.4
DEN,IAD,1345,1904,23.0,2025-01-04,1452.0,0.0,0.0,4,1,13,Denver,-5.9,0.0,100.0,2.4
SEA,EWR,2250,708,85.0,2025-01-04,2402.0,0.0,0.0,4,1,22,Seattle,7.3,0.4,100.0,17.4
ATL,DEN,824,1000,52.0,2025-01-04,1199.0,0.0,0.0,4,1,8,Atlanta,-1.8,0.0,0.0,10.2
DEN,PSP,1940,2105,72.0,2025-01-04,776.0,0.0,0.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
DEN,SLC,1545,1721,74.0,2025-01-04,391.0,31.0,0.0,4,1,15,Denver,-2.6,0.0,98.0,5.9
DEN,BOI,1925,2133,109.0,2025-01-04,649.0,9.0,0.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
ORD,EYW,1102,1513,80.0,2025-01-04,1251.0,70.0,0.0,4,1,11,Chicago,-10.5,0.0,0.0,13.9
DEN,EUG,1128,1319,12.0,2025-01-04,996.0,0.0,0.0,4,1,11,Denver,-6.2,0.0,100.0,2.9
DEN,PHX,1910,2113,61.0,2025-01-04,602.0,0.0,61.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
DEN,SEA,1155,1400,107.0,2025-01-04,1024.0,90.0,0.0,4,1,11,Denver,-6.2,0.0,100.0,2.9
DEN,TPA,1750,2321,90.0,2025-01-04,1506.0,0.0,0.0,4,1,17,Denver,-0.8,0.0,81.0,9.0
DEN,FLL,2359,554,48.0,2025-01-04,1703.0,1.0,47.0,4,1,23,Denver,-3.9,0.1,100.0,2.9
ORD,HDN,845,1053,16.0,2025-01-04,1009.0,0.0,0.0,4,1,8,Chicago,-11.0,0.0,0.0,13.8
DEN,SEA,1905,2110,71.0,2025-01-04,1024.0,0.0,71.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
IAH,PHL,1840,2252,157.0,2025-01-04,1325.0,137.0,0.0,4,1,18,Houston,20.8,0.4,45.0,9.1
DEN,IAH,1348,1718,103.0,2025-01-04,862.0,81.0,0.0,4,1,13,Denver,-5.9,0.0,100.0,2.4
IAH,LAX,1815,2011,93.0,2025-01-04,1379.0,69.0,0.0,4,1,18,Houston,20.8,0.4,45.0,9.1
DEN,LAS,2111,2215,13.0,2025-01-04,628.0,0.0,0.0,4,1,21,Denver,-3.5,0.4,100.0,3.3
DEN,FLL,1325,1917,2.0,2025-01-04,1703.0,0.0,0.0,4,1,13,Denver,-5.9,0.0,100.0,2.4
DEN,GRR,1830,2307,67.0,2025-01-04,1015.0,19.0,0.0,4,1,18,Denver,-0.4,0.0,100.0,7.2
DEN,ANC,1900,2257,77.0,2025-01-04,2405.0,46.0,0.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
DEN,MSN,1025,1337,67.0,2025-01-04,826.0,41.0,0.0,4,1,10,Denver,-6.0,0.0,100.0,2.4
DEN,IAH,1135,1505,13.0,2025-01-04,862.0,0.0,0.0,4,1,11,Denver,-6.2,0.0,100.0,2.9
DEN,DFW,1805,2111,67.0,2025-01-04,641.0,0.0,0.0,4,1,18,Denver,-0.4,0.0,100.0,7.2
DEN,DFW,2050,2356,137.0,2025-01-04,641.0,137.0,0.0,4,1,20,Denver,-2.3,0.0,100.0,9.7
DEN,BZN,1935,2127,109.0,2025-01-04,524.0,3.0,0.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
DEN,MCO,1750,2328,18.0,2025-01-04,1546.0,18.0,0.0,4,1,17,Denver,-0.8,0.0,81.0,9.0
DEN,SFO,1937,2128,64.0,2025-01-04,967.0,0.0,0.0,4,1,19,Denver,-1.4,0.0,100.0,13.3
PHX,EWR,1444,2129,39.0,2025-01-04,2133.0,10.0,0.0,4,1,14,Phoenix,14.8,0.0,24.0,0.8
ATL,EWR,1117,1329,36.0,2025-01-04,746.0,3.0,0.0,4,1,11,Atlanta,0.7,0.0,0.0,12.3
DEN,CLE,1050,1546,25.0,2025-01-04,1201.0,0.0,0.0,4,1,10,Denver,-6.0,0.0,100.0,2.4
ATL,DEN,1624,1800,29.0,2025-01-04,1199.0,0.0,0.0,4,1,16,Atlanta,5.2,0.0,0.0,13.8
ORD,BZN,914,1145,10.0,2025-01-04,1185.0,0.0,0.0,4,1,9,Chicago,-11.3,0.0,0.0,13.4
LGA,DEN,726,1000,3.0,2025-01-04,1620.0,0.0,0.0,4,1,7,New York,-2.3,0.0,24.0,16.7
ATL,EWR,800,1010,50.0,2025-01-04,746.0,0.0,0.0,4,1,8,Atlanta,-1.8,0.0,0.0,10.2
EWR,TPA,2031,2336,208.0,2025-01-04,997.0,188.0,0.0,4,1,20,New York,-2.3,0.0,35.0,14.7
EWR,JAX,2015,2249,41.0,2025-01-03,820.0,41.0,0.0,3,1,20,New York,0.8,0.0,100.0,9.6
LAX,IAH,1150,1711,20.0,2025-01-03,1379.0,10.0,0.0,3,1,11,Los Angeles,9.2,0.0,98.0,0.8
LAX,IAD,840,1624,28.0,2025-01-03,2288.0,0.0,0.0,3,1,8,Los Angeles,12.2,0.0,100.0,0.3
LAX,DEN,645,1011,-6.0,2025-01-03,862.0,0.0,0.0,3,1,6,Los Angeles,12.4,0.0,100.0,0.4
ORD,SAN,1318,1549,87.0,2025-01-03,1723.0,0.0,0.0,3,1,13,Chicago,-5.4,0.0,5.0,17.6
IAH,BNA,2014,2211,110.0,2025-01-03,657.0,80.0,0.0,3,1,20,Houston,18.7,0.0,100.0,7.7
IAH,SAN,1950,2126,66.0,2025-01-03,1303.0,38.0,0.0,3,1,19,Houston,19.6,0.0,100.0,6.6
ORD,PDX,907,1150,181.0,2025-01-03,1739.0,165.0,0.0,3,1,9,Chicago,-5.3,0.0,13.0,18.8
ORD,SLC,1245,1522,91.0,2025-01-03,1250.0,0.0,0.0,3,1,12,Chicago,-5.9,0.0,26.0,18.0
DEN,SNA,804,937,20.0,2025-01-03,846.0,0.0,20.0,3,1,8,Denver,-3.3,0.0,89.0,2.1
SAN,ORD,1414,2025,98.0,2025-01-03,1723.0,98.0,0.0,3,1,14,San Diego,16.0,0.0,100.0,1.5
ORD,CLE,1805,2027,3.0,2025-01-03,316.0,0.0,0.0,3,1,18,Chicago,-5.1,0.0,0.0,19.8
LAX,SFO,805,939,1.0,2025-01-03,337.0,0.0,0.0,3,1,8,Los Angeles,12.2,0.0,100.0,0.3
ORD,GEG,2020,2232,5.0,2025-01-03,1498.0,0.0,0.0,3,1,20,Chicago,-5.9,0.0,0.0,16.3
MIA,DEN,1546,1820,45.0,2025-01-03,1709.0,38.0,0.0,3,1,15,Miami,24.1,0.0,27.0,4.3
DEN,BDL,1002,1548,143.0,2025-01-03,1671.0,103.0,0.0,3,1,10,Denver,-4.5,0.0,98.0,2.1
ORD,DCA,1400,1659,64.0,2025-01-03,612.0,0.0,0.0,3,1,14,Chicago,-5.1,0.0,5.0,17.4
ORD,CLT,1415,1723,85.0,2025-01-03,599.0,0.0,0.0,3,1,14,Chicago,-5.1,0.0,5.0,17.4
ATL,IAD,1938,2125,-7.0,2025-01-03,534.0,0.0,0.0,3,1,19,Atlanta,6.0,0.0,0.0,18.0
LAX,ORD,2305,503,56.0,2025-01-03,1744.0,34.0,0.0,3,1,23,Los Angeles,12.1,0.0,2.0,3.2
IAH,AUS,2204,2300,64.0,2025-01-03,140.0,53.0,0.0,3,1,22,Houston,17.4,0.0,100.0,7.1
SAN,IAD,1250,2041,15.0,2025-01-03,2253.0,0.0,0.0,3,1,12,San Diego,11.0,0.0,95.0,4.9
ORD,SAN,710,947,11.0,2025-01-03,1723.0,0.0,0.0,3,1,7,Chicago,-5.1,0.0,100.0,18.7
DEN,RSW,942,1523,12.0,2025-01-03,1607.0,2.0,0.0,3,1,9,Denver,-4.1,0.0,90.0,2.7
SAN,ORD,1655,2258,93.0,2025-01-03,1723.0,67.0,0.0,3,1,16,San Diego,18.3,0.0,94.0,7.1
ORD,LAS,2019,2230,4.0,2025-01-03,1514.0,0.0,0.0,3,1,20,Chicago,-5.9,0.0,0.0,16.3
IAH,SFO,945,1206,45.0,2025-01-03,1635.0,34.0,0.0,3,1,9,Houston,14.3,1.3,100.0,9.9
SAN,DEN,835,1203,95.0,2025-01-03,853.0,81.0,3.0,3,1,8,San Diego,10.9,0.0,100.0,1.4
EWR,TPA,1818,2127,252.0,2025-01-03,997.0,211.0,0.0,3,1,18,New York,1.8,0.0,92.0,9.6
IAH,PIT,1845,2230,41.0,2025-01-03,1117.0,13.0,0.0,3,1,18,Houston,20.6,0.0,98.0,7.6
IAH,SAN,930,1106,20.0,2025-01-03,1303.0,0.0,0.0,3,1,9,Houston,14.3,1.3,100.0,9.9
IAH,BOS,1450,1935,57.0,2025-01-03,1597.0,43.0,0.0,3,1,14,Houston,18.1,0.0,100.0,9.0
MIA,IAD,1321,1557,-5.0,2025-01-03,921.0,0.0,0.0,3,1,13,Miami,23.0,0.0,85.0,6.6
EWR,LAX,600,902,0.0,2025-01-03,2454.0,0.0,0.0,3,1,6,New York,-1.7,0.0,4.0,13.0
ORD,IAH,725,1021,42.0,2025-01-03,925.0,0.0,0.0,3,1,7,Chicago,-5.1,0.0,100.0,18.7
DEN,TYS,1010,1501,68.0,2025-01-03,1162.0,36.0,0.0,3,1,10,Denver,-4.5,0.0,98.0,2.1
DEN,ATL,1000,1500,89.0,2025-01-03,1199.0,60.0,0.0,3,1,10,Denver,-4.5,0.0,98.0,2.1
ORD,SFO,1620,1901,274.0,2025-01-03,1846.0,268.0,0.0,3,1,16,Chicago,-4.5,0.0,13.0,20.1
SAN,ORD,1754,2357,56.0,2025-01-03,1723.0,33.0,0.0,3,1,17,San Diego,17.2,0.0,48.0,9.4
IAH,SAT,1428,1536,78.0,2025-01-03,191.0,50.0,0.0,3,1,14,Houston,18.1,0.0,100.0,9.0
DEN,BUR,1603,1741,55.0,2025-01-03,850.0,37.0,0.0,3,1,16,Denver,8.0,0.0,97.0,4.4
IAH,MIA,1705,2038,191.0,2025-01-03,964.0,113.0,0.0,3,1,17,Houston,21.0,0.0,96.0,7.6
EWR,PHX,1629,1957,91.0,2025-01-03,2133.0,80.0,0.0,3,1,16,New York,3.1,0.0,100.0,15.6
DEN,SAN,1131,1301,98.0,2025-01-03,853.0,0.0,0.0,3,1,11,Denver,-3.9,0.0,97.0,3.1
IAH,IAD,1221,1617,5.0,2025-01-03,1190.0,0.0,0.0,3,1,12,Houston,16.3,0.0,33.0,9.6
ORD,MSP,2127,2300,36.0,2025-01-03,334.0,28.0,0.0,3,1,21,Chicago,-6.5,0.0,0.0,15.7
ORD,CLE,2105,2329,27.0,2025-01-03,316.0,0.0,0.0,3,1,21,Chicago,-6.5,0.0,0.0,15.7
DEN,MFR,1945,2137,34.0,2025-01-03,964.0,16.0,0.0,3,1,19,Denver,4.6,0.0,78.0,4.8
EWR,RSW,910,1230,40.0,2025-01-03,1068.0,0.0,0.0,3,1,9,New York,-0.6,0.0,3.0,11.4
ORD,SAN,1620,1854,32.0,2025-01-03,1723.0,0.0,0.0,3,1,16,Chicago,-4.5,0.0,13.0,20.1
EWR,SMF,1710,2025,104.0,2025-01-03,2500.0,93.0,0.0,3,1,17,New York,2.7,0.0,80.0,10.3
DEN,LAS,745,848,36.0,2025-01-03,628.0,0.0,0.0,3,1,7,Denver,-2.6,0.0,69.0,2.5
DEN,ORD,1118,1455,89.0,2025-01-03,888.0,53.0,0.0,3,1,11,Denver,-3.9,0.0,97.0,3.1
SAN,SFO,1110,1255,109.0,2025-01-03,447.0,84.0,0.0,3,1,11,San Diego,9.4,0.0,73.0,1.9
DEN,SAN,745,914,34.0,2025-01-03,853.0,0.0,0.0,3,1,7,Denver,-2.6,0.0,69.0,2.5
EWR,TPA,1440,1740,103.0,2025-01-03,997.0,78.0,0.0,3,1,14,New York,2.9,0.0,71.0,15.7
ORD,CID,2020,2132,52.0,2025-01-03,196.0,0.0,0.0,3,1,20,Chicago,-5.9,0.0,0.0,16.3
EWR,MIA,1122,1440,68.0,2025-01-03,1085.0,48.0,0.0,3,1,11,New York,1.2,0.0,1.0,14.0
ORD,SEA,1555,1841,98.0,2025-01-03,1721.0,0.0,0.0,3,1,15,Chicago,-4.6,0.0,1.0,19.0
SAN,DEN,700,1028,399.0,2025-01-03,853.0,377.0,10.0,3,1,7,San Diego,10.9,0.0,100.0,2.7
DEN,LAS,1400,1506,87.0,2025-01-03,628.0,69.0,0.0,3,1,14,Denver,4.9,0.0,95.0,6.0
DEN,ORD,1940,2310,94.0,2025-01-03,888.0,63.0,0.0,3,1,19,Denver,4.6,0.0,78.0,4.8
DEN,MCI,1000,1244,65.0,2025-01-03,533.0,4.0,0.0,3,1,10,Denver,-4.5,0.0,98.0,2.1
ORD,MSP,2020,2155,124.0,2025-01-03,334.0,113.0,0.0,3,1,20,Chicago,-5.9,0.0,0.0,16.3
SAN,IAH,1212,1725,35.0,2025-01-03,1303.0,14.0,0.0,3,1,12,San Diego,11.0,0.0,95.0,4.9
IAH,PHL,1225,1643,46.0,2025-01-03,1325.0,23.0,0.0,3,1,12,Houston,16.3,0.0,33.0,9.6
IAH,FLL,1005,1336,98.0,2025-01-03,966.0,83.0,0.0,3,1,10,Houston,14.2,0.1,100.0,12.3
IAH,TPA,1420,1732,77.0,2025-01-03,787.0,55.0,0.0,3,1,14,Houston,18.1,0.0,100.0,9.0
IAH,DCA,1951,2346,107.0,2025-01-03,1208.0,86.0,0.0,3,1,19,Houston,19.6,0.0,100.0,6.6
DEN,HDN,1120,1222,64.0,2025-01-03,141.0,47.0,0.0,3,1,11,Denver,-3.9,0.0,97.0,3.1
MIA,IAH,1655,1900,16.0,2025-01-03,964.0,0.0,0.0,3,1,16,Miami,24.1,0.0,9.0,6.0
ORD,SEA,1958,2247,36.0,2025-01-03,1721.0,3.0,0.0,3,1,19,Chicago,-5.6,0.0,0.0,17.3
ORD,PIT,1413,1648,8.0,2025-01-03,413.0,0.0,0.0,3,1,14,Chicago,-5.1,0.0,5.0,17.4
IAH,SNA,1650,1838,81.0,2025-01-03,1346.0,64.0,0.0,3,1,16,Houston,20.4,0.0,54.0,8.4
DEN,JAC,1135,1312,51.0,2025-01-03,406.0,22.0,0.0,3,1,11,Denver,-3.9,0.0,97.0,3.1
EWR,RDU,2010,2154,25.0,2025-01-03,416.0,22.0,0.0,3,1,20,New York,0.8,0.0,100.0,9.6
EWR,LAX,1500,1810,45.0,2025-01-03,2454.0,0.0,0.0,3,1,15,New York,3.1,0.0,13.0,16.1
DEN,SFO,2115,2303,-3.0,2025-01-03,967.0,0.0,0.0,3,1,21,Denver,0.9,0.0,88.0,3.6
DEN,FLL,1008,1605,175.0,2025-01-03,1703.0,137.0,0.0,3,1,10,Denver,-4.5,0.0,98.0,2.1
ORD,SMF,1615,1857,51.0,2025-01-03,1781.0,44.0,0.0,3,1,16,Chicago,-4.5,0.0,13.0,20.1
ORD,STT,850,1540,1.0,2025-01-03,2116.0,0.0,0.0,3,1,8,Chicago,-5.0,0.0,99.0,19.2
DEN,JAX,956,1516,196.0,2025-01-03,1447.0,0.0,0.0,3,1,9,Denver,-4.1,0.0,90.0,2.7
DEN,RNO,1115,1242,10.0,2025-01-03,804.0,0.0,0.0,3,1,11,Denver,-3.9,0.0,97.0,3.1
IAH,MSY,1835,1949,53.0,2025-01-03,305.0,0.0,0.0,3,1,18,Houston,20.6,0.0,98.0,7.6
IAH,SMF,2025,2244,39.0,2025-01-03,1609.0,30.0,0.0,3,1,20,Houston,18.7,0.0,100.0,7.7
EWR,SJU,755,1247,393.0,2025-01-03,1608.0,292.0,0.0,3,1,7,New York,-1.9,0.0,2.0,11.6
SAN,IAH,1016,1528,65.0,2025-01-03,1303.0,48.0,0.0,3,1,10,San Diego,9.9,0.0,100.0,0.2
BOS,IAD,1942,2125,13.0,2025-01-03,413.0,6.0,0.0,3,1,19,Boston,-0.2,0.0,0.0,15.9
IAH,JAC,941,1213,82.0,2025-01-03,1265.0,0.0,0.0,3,1,9,Houston,14.3,1.3,100.0,9.9
ORD,LAX,1300,1534,88.0,2025-01-03,1744.0,76.0,0.0,3,1,13,Chicago,-5.4,0.0,5.0,17.6
EWR,PHX,1823,2155,46.0,2025-01-03,2133.0,28.0,0.0,3,1,18,New York,1.8,0.0,92.0,9.6
SAN,SFO,1536,1721,88.0,2025-01-03,447.0,85.0,0.0,3,1,15,San Diego,17.7,0.0,80.0,4.1
ORD,EWR,1430,1747,59.0,2025-01-03,719.0,0.0,0.0,3,1,14,Chicago,-5.1,0.0,5.0,17.4
EWR,MCO,1240,1541,67.0,2025-01-03,937.0,37.0,0.0,3,1,12,New York,2.0,0.0,40.0,17.1
LAX,ORD,1015,1635,11.0,2025-01-03,1744.0,0.0,0.0,3,1,10,Los Angeles,10.0,0.0,100.0,0.8
DEN,MEM,1058,1418,45.0,2025-01-03,872.0,15.0,0.0,3,1,10,Denver,-4.5,0.0,98.0,2.1
SAN,SFO,1700,1845,70.0,2025-01-03,447.0,57.0,0.0,3,1,17,San Diego,17.2,0.0,48.0,9.4
ORD,LAX,1952,2235,27.0,2025-01-03,1744.0,15.0,0.0,3,1,19,Chicago,-5.6,0.0,0.0,17.3
MIA,ORD,1613,1847,15.0,2025-01-03,1197.0,0.0,0.0,3,1,16,Miami,24.1,0.0,9.0,6.0
